salted,reading,word
_不_然_其_然,불연기연,不然其然
_不_特_定_人,불특정인,不特定人
_不_生_不_滅,불생불멸,不生不滅
_不_知_其_數,부지기수,不知其數
_不_知_甘_苦,부지감고,不知甘苦
_不_知_肉_味,부지육미,不知肉味
_不_知_香_臭,부지향취,不知香臭
_不_確_定_性,불확정성,不確定性
_不_確_實_性,불확실성,不確實性
_不_立_文_字,불립문자,不立文字
_不_純_分_子,불순분자,不純分子
_不_繫_之_舟,불계지주,不繫之舟
_不_美_之_說,불미지설,不美之說
_不_老_長_生,불로장생,不老長生
_不_老_長_生,불로장생,不老長生
_不_聞_之_聞,불문지문,不聞之聞
_不_肖_子_弟,불초자제,不肖子弟
_不_自_由_者,부자유자,不自由者
_不_蔽_風_雨,불폐풍우,不蔽風雨
_不_虞_之_變,불우지변,不虞之變
_不_要_不_急,불요불급,不要不急
_不_規_則_性,불규칙성,不規則性
_不_規_則_的,불규칙적,不規則的
_不_言_之_化,불언지화,不言之化
_不_言_之_花,불언지화,不言之花
_不_費_之_惠,불비지혜,不費之惠
_不_辨_菽_麥,불변숙맥,不辨菽麥
_不_連_續_的,불연속적,不連續的
_不_道_德_性,부도덕성,不道德性
_不_達_時_變,부달시변,不達時變
_不_遠_千_里,불원천리,不遠千里
_不_適_合_性,부적합성,不適合性
_不_適_應_症,부적응증,不適應症
_不_適_格_者,부적격자,不適格者
_不_顧_廉_恥,불고염치,不顧廉恥
_不_飛_不_鳴,불비불명,不飛不鳴
_世_上_萬_事,세상만사,世上萬事
_世_代_交_替,세대교체,世代交替
_世_代_論_的,세대론적,世代論的
_世_俗_五_戒,세속오계,世俗五戒
_世_宗_大_王,세종대왕,世宗大王
_世_界_主_義,세계주의,世界主義
_世_界_史_的,세계사적,世界史的
_世_界_情_勢,세계정세,世界情勢
_世_界_舞_臺,세계무대,世界舞臺
_世_界_觀_的,세계관적,世界觀的
_世_短_意_多,세단의다,世短意多
_世_紀_末_的,세기말적,世紀末的
_世_降_俗_末,세강속말,世降俗末
_丘_陵_地_帶,구릉지대,丘陵地帶
_丙_子_胡_亂,병자호란,丙子胡亂
_丙_寅_洋_擾,병인양요,丙寅洋擾
_中_下_位_圈,중하위권,中下位圈
_中_低_價_品,중저가품,中低價品
_中_傷_謀_略,중상모략,中傷謀略
_中_南_部_圈,중남부권,中南部圈
_中_央_暖_房,중앙난방,中央暖房
_中_央_銀_行,중앙은행,中央銀行
_中_學_生_部,중학생부,中學生部
_中_小_企_業,중소기업,中小企業
_中_心_主_義,중심주의,中心主義
_中_心_人_物,중심인물,中心人物
_中_性_微_子,중성미자,中性微子
_中_文_學_科,중문학과,中文學科
_中_等_學_校,중등학교,中等學校
_中_繼_放_送,중계방송,中繼放送
_中_繼_權_料,중계권료,中繼權料
_中_道_實_相,중도실상,中道實相
_中_長_年_層,중장년층,中長年層
_中_長_期_的,중장기적,中長期的
_中_長_距_離,중장거리,中長距離
_中_間_中_間,중간중간,中間中間
_中_間_報_告,중간보고,中間報告
_中_間_搾_取,중간착취,中間搾取
_中_間_考_査,중간고사,中間考査
_中_間_試_驗,중간시험,中間試驗
_中_高_校_生,중고교생,中高校生
_丹_田_呼_吸,단전호흡,丹田呼吸
_丹_脣_皓_齒,단순호치,丹脣皓齒
_主_人_公_的,주인공적,主人公的
_主_客_顚_倒,주객전도,主客顚倒
_主_知_主_義,주지주의,主知主義
_主_聖_臣_直,주성신직,主聖臣直
_主_觀_主_義,주관주의,主觀主義
_主_電_算_機,주전산기,主電算機
_主_體_思_想,주체사상,主體思想
_久_旱_甘_雨,구한감우,久旱甘雨
_之_東_之_西,지동지서,之東之西
_乍_往_乍_來,사왕사래,乍往乍來
_乘_勝_長_驅,승승장구,乘勝長驅
_乘_夜_越_墻,승야월장,乘夜越墻
_乘_風_破_浪,승풍파랑,乘風破浪
_乙_丑_甲_子,을축갑자,乙丑甲子
_乙_巳_五_賊,을사오적,乙巳五賊
_九_-_飯_床,구첩반상,九-飯床
_九_十_春_光,구십춘광,九十春光
_九_山_禪_門,구산선문,九山禪門
_九_折_羊_腸,구절양장,九折羊腸
_九_曲_肝_腸,구곡간장,九曲肝腸
_九_死_一_生,구사일생,九死一生
_九_牛_一_毛,구우일모,九牛一毛
_九_百_八_十,구백팔십,九百八十
_九_都_督_府,구도독부,九都督府
_九_重_宮_闕,구중궁궐,九重宮闕
_乞_不_竝_行,걸불병행,乞不竝行
_乾_坤_一_擲,건곤일척,乾坤一擲
_亂_臣_賊_子,난신적자,亂臣賊子
_事_不_如_意,사불여의,事不如意
_事_事_件_件,사사건건,事事件件
_事_人_如_天,사인여천,事人如天
_事_務_局_長,사무국장,事務局長
_事_務_所_長,사무소장,事務所長
_事_務_總_長,사무총장,事務總長
_事_務_職_員,사무직원,事務職員
_事_務_處_長,사무처장,事務處長
_事_務_課_長,사무과장,事務課長
_事_半_功_倍,사반공배,事半功倍
_事_君_以_忠,사군이충,事君以忠
_事_大_主_義,사대주의,事大主義
_事_大_思_想,사대사상,事大思想
_事_實_無_根,사실무근,事實無根
_事_必_歸_正,사필귀정,事必歸正
_事_急_計_生,사급계생,事急計生
_事_情_事_情,사정사정,事情事情
_事_業_作_風,사업작풍,事業作風
_事_業_課_長,사업과장,事業課長
_事_業_部_制,사업부제,事業部制
_事_業_部_長,사업부장,事業部長
_事_無_二_成,사무이성,事無二成
_事_親_以_孝,사친이효,事親以孝
_二_元_論_的,이원론적,二元論的
_二_八_靑_春,이팔청춘,二八靑春
_二_分_法_的,이분법적,二分法的
_二_千_五_百,이천오백,二千五百
_二_姓_之_合,이성지합,二姓之合
_二_律_背_反,이율배반,二律背反
_二_百_五_十,이백오십,二百五十
_二_萬_五_千,이만오천,二萬五千
_二_萬_六_千,이만육천,二萬六千
_二_酸_化_黃,이산화황,二酸化黃
_五_-_飯_床,오첩반상,五-飯床
_五_日_一_石,오일일석,五日一石
_五_枝_選_多,오지선다,五枝選多
_五_獸_不_動,오수부동,五獸不動
_五_臟_六_腑,오장육부,五臟六腑
_五_色_燦_爛,오색찬란,五色燦爛
_五_色_玲_瓏,오색영롱,五色玲瓏
_五_行_相_剋,오행상극,五行相剋
_五_行_相_生,오행상생,五行相生
_五_里_霧_中,오리무중,五里霧中
_五_陰_盛_苦,오음성고,五陰盛苦
_五_風_十_雨,오풍십우,五風十雨
_井_中_求_火,정저지와,井中求火
_井_底_之_蛙,정저지와,井底之蛙
_亡_國_之_音,망국지음,亡國之音
_亡_子_計_齒,망자계치,亡子計齒
_亡_羊_之_歎,망양지탄,亡羊之歎
_亡_羊_補_牢,망양보뢰,亡羊補牢
_交_通_事_故,교통사고,交通事故
_交_通_地_獄,교통지옥,交通地獄
_交_通_安_全,교통안전,交通安全
_交_通_巡_警,교통순경,交通巡警
_交_通_手_段,교통수단,交通手段
_交_通_整_理,교통정리,交通整理
_交_通_秩_序,교통질서,交通秩序
_交_通_警_察,교통경찰,交通警察
_交_響_樂_團,교향악단,交響樂團
_享_樂_業_所,향락업소,享樂業所
_人_之_常_情,인지상정,人之常情
_人_事_不_省,인사불성,人事不省
_人_事_不_省,인사불성,人事不省
_人_事_部_長,인사부장,人事部長
_人_倫_大_事,인륜대사,人倫大事
_人_名_事_典,인명사전,人名事典
_人_命_在_天,인명재천,人命在天
_人_定_勝_天,인정승천,人定勝天
_人_山_人_海,인산인해,人山人海
_人_工_呼_吸,인공호흡,人工呼吸
_人_工_照_明,인공조명,人工照明
_人_工_衛_星,인공위성,人工衛星
_人_心_如_面,인심여면,人心如面
_人_情_事_情,인정사정,人情事情
_人_文_主_義,인문주의,人文主義
_人_文_學_的,인문학적,人文學的
_人_死_留_名,인사유명,人死留名
_人_民_俳_優,인민배우,人民俳優
_人_民_學_校,인민학교,人民學校
_人_民_軍_服,인민군복,人民軍服
_人_海_戰_術,인해전술,人海戰術
_人_生_哲_學,인생철학,人生哲學
_人_生_無_常,인생무상,人生無常
_人_生_草_露,인생초로,人生草露
_人_相_着_衣,인상착의,人相着衣
_人_給_家_足,인급가족,人給家足
_人_衆_勝_天,인중승천,人衆勝天
_人_身_攻_擊,인신공격,人身攻擊
_人_身_賣_買,인신매매,人身賣買
_人_道_主_義,인도주의,人道主義
_人_間_主_義,인간주의,人間主義
_人_間_學_的,인간학적,人間學的
_人_間_關_係,인간관계,人間關係
_人_面_獸_心,인면수심,人面獸心
_人_類_學_界,인류학계,人類學界
_人_類_學_的,인류학적,人類學的
_人_類_學_科,인류학과,人類學科
_人_類_學_者,인류학자,人類學者
_人_鬼_相_半,인귀상반,人鬼相半
_什_佰_之_器,십백지기,什佰之器
_仁_川_空_港,인천공항,仁川空港
_仁_漿_義_粟,인장의속,仁漿義粟
_仁_祖_反_正,인조반정,仁祖反正
_仁_義_禮_智,인의예지,仁義禮智
_仁_者_不_憂,인자불우,仁者不憂
_仁_者_安_仁,인자안인,仁者安仁
_仁_者_樂_山,인자요산,仁者樂山
_仁_者_無_敵,인자무적,仁者無敵
_仁_言_利_博,인언이박,仁言利博
_今_世_紀_人,금세기인,今世紀人
_今_始_初_聞,금시초문,今始初聞
_今_方_今_方,금방금방,今方今方
_今_昔_之_感,금석지감,今昔之感
_今_時_初_聞,금시초문,今時初聞
_他_山_之_石,타산지석,他山之石
_他_律_性_論,타율성론,他律性論
_他_管_送_致,타관송치,他管送致
_仙_問_答_式,선문답식,仙問答式
_仙_姿_玉_質,선자옥질,仙姿玉質
_仙_風_道_骨,선풍도골,仙風道骨
_代_代_孫_孫,대대손손,代代孫孫
_代_名_詞_的,대명사적,代名詞的
_代_行_業_體,대행업체,代行業體
_代_辯_人_團,대변인단,代辯人團
_令_狀_主_義,영장주의,令狀主義
_以_一_警_百,이일경백,以一警百
_以_人_爲_鑑,이인위감,以人爲鑑
_以_卵_擊_石,이란격석,以卵擊石
_以_古_爲_鑑,이고위감,以古爲鑑
_以_夷_制_夷,이이제이,以夷制夷
_以_實_直_告,이실직고,以實直告
_以_德_報_怨,이덕보원,以德報怨
_以_心_傳_心,이심전심,以心傳心
_以_指_測_海,이지측해,以指測海
_以_文_會_友,이문회우,以文會友
_以_毛_相_馬,이모상마,以毛相馬
_以_民_爲_天,이민위천,以民爲天
_以_湯_止_沸,이탕지비,以湯止沸
_以_熱_治_熱,이열치열,以熱治熱
_以_管_窺_天,이관규천,以管窺天
_以_血_洗_血,이혈세혈,以血洗血
_以_鎌_遮_眼,이겸차안,以鎌遮眼
_仰_事_俯_畜,앙사부휵,仰事俯畜
_仰_天_大_笑,앙천대소,仰天大笑
_仰_天_而_唾,앙천이타,仰天而唾
_仰_首_伸_眉,앙수신미,仰首伸眉
_仲_介_業_所,중개업소,仲介業所
_仲_介_業_者,중개업자,仲介業者
_仲_媒_結_婚,중매결혼,仲媒結婚
_仲_尼_之_徒,중니지도,仲尼之徒
_任_命_權_者,임명권자,任命權者
_任_用_權_者,임용권자,任用權者
_企_劃_室_長,기획실장,企劃室長
_企_劃_局_長,기획국장,企劃局長
_伏_地_不_動,복지부동,伏地不動
_伏_地_流_涕,복지유체,伏地流涕
_伏_龍_鳳_雛,복룡봉추,伏龍鳳雛
_休_息_年_制,휴식년제,休息年制
_伯_仲_之_勢,백중지세,伯仲之勢
_伯_仲_叔_季,백중숙계,伯仲叔季
_伯_夷_之_廉,백이지렴,伯夷之廉
_伯_樂_一_顧,백락일고,伯樂一顧
_伯_牙_絶_絃,백아절현,伯牙絶絃
_佃_戶_制_的,전호제적,佃戶制的
_位_階_秩_序,위계질서,位階秩序
_低_所_得_層,저소득층,低所得層
_低_效_率_性,저효율성,低效率性
_低_氣_壓_圈,저기압권,低氣壓圈
_低_氣_壓_部,저기압부,低氣壓部
_低_空_飛_行,저공비행,低空飛行
_低_農_産_品,저농산품,低農産品
_低_農_産_物,저농산물,低農産物
_低_酸_素_症,저산소증,低酸素症
_低_頭_平_身,저두평신,低頭平身
_低_首_下_心,저수하심,低首下心
_低_體_重_兒,저체중아,低體重兒
_住_民_稅_額,주민세액,住民稅額
_佛_頭_著_糞,불두착분,佛頭著糞
_作_之_不_已,작지불이,作之不已
_作_家_主_義,작가주의,作家主義
_作_心_三_日,작심삼일,作心三日
_作_業_班_員,작업반원,作業班員
_作_業_班_長,작업반장,作業班長
_作_舍_道_傍,작사도방,作舍道傍
_佳_人_薄_命,가인박명,佳人薄命
_使_民_以_時,사민이시,使民以時
_使_用_者_層,사용자층,使用者層
_使_穴_可_入,사혈가입,使穴可入
_使_節_團_長,사절단장,使節團長
_使_羊_將_狼,사양장랑,使羊將狼
_使_蚊_負_山,사문부산,使蚊負山
_使_驥_捕_鼠,사기포서,使驥捕鼠
_使_鷄_司_夜,사계사야,使鷄司夜
_依_草_附_木,의초부목,依草附木
_便_同_一_室,변동일실,便同一室
_便_宜_主_義,편의주의,便宜主義
_保_健_所_長,보건소장,保健所長
_保_守_主_義,보수주의,保守主義
_保_安_署_員,보안서원,保安署員
_保_溫_-_桶,보온밥통,保溫-桶
_保_衛_部_長,보위부장,保衛部長
_保_護_主_義,보호주의,保護主義
_保_身_主_義,보신주의,保身主義
_保_身_之_策,보신지책,保身之策
_保_險_業_界,보험업계,保險業界
_保_險_業_體,보험업체,保險業體
_信_仰_生_活,신앙생활,信仰生活
_信_及_豚_魚,신급돈어,信及豚魚
_信_口_開_合,신구개합,信口開合
_信_言_之_瑞,신언지서,信言之瑞
_信_賞_必_罰,신상필벌,信賞必罰
_修_學_旅_行,수학여행,修學旅行
_修_己_治_人,수기치인,修己治人
_修_正_主_義,수정주의,修正主義
_修_習_社_員,수습사원,修習社員
_修_習_記_者,수습기자,修習記者
_修_身_齊_家,수신제가,修身齊家
_個_人_主_義,개인주의,個人主義
_個_人_用_品,개인용품,個人用品
_倍_日_幷_行,배일병행,倍日幷行
_倒_行_逆_施,도행역시,倒行逆施
_倚_閭_之_情,의려지정,倚閭之情
_倚_馬_之_才,의마지재,倚馬之才
_假_契_約_書,가계약서,假契約書
_假_支_給_金,가지급금,假支給金
_假_裝_行_列,가장행렬,假裝行列
_假_設_舞_臺,가설무대,假設舞臺
_偉_人_傳_記,위인전기,偉人傳記
_停_年_退_職,정년퇴직,停年退職
_停_滯_性_論,정체성론,停滯性論
_健_康_管_理,건강관리,健康管理
_健_康_食_品,건강식품,健康食品
_偶_爾_得_中,우이득중,偶爾得中
_傍_若_無_人,방약무인,傍若無人
_傲_慢_不_遜,오만불손,傲慢不遜
_傲_慢_無_禮,오만무례,傲慢無禮
_傲_霜_孤_節,오상고절,傲霜孤節
